scenario,quarter_index,quarter,kpi_order,pillar,subpillar,kpi,kpi_score_p10,kpi_score_median,kpi_score_p90
all_recommendations,10,2028Q2,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
all_recommendations,10,2028Q2,16,Innovation,Research,Tortoise Research Score,31.179899370396317,31.287035851427213,31.409827330963623
all_recommendations,10,2028Q2,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
all_recommendations,10,2028Q2,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
all_recommendations,10,2028Q2,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
all_recommendations,10,2028Q2,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
all_recommendations,10,2028Q2,21,Innovation,Development,Tortoise Development Score,26.12839758209558,26.199078300438316,26.350963650641454
all_recommendations,10,2028Q2,22,Innovation,Development,AI Patent Grants (per 100k),0.992603356805632,1.0304868789829509,1.1647780920058917
all_recommendations,10,2028Q2,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,21.52647601305751,22.606025518349952,23.675165494526386
all_recommendations,10,2028Q2,24,Investment,Commercial Ecosystem,AI Investment Activity,7.064043205371586,7.786010399037177,8.511078259308007
all_recommendations,10,2028Q2,25,Investment,Commercial Ecosystem,AI Adoption (%),12.040404192318828,12.921500238463734,13.70489740947194
all_recommendations,10,2028Q2,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
all_recommendations,11,2028Q3,1,Implementation,Talent,Tortoise Talent Score,34.079617395543785,34.709789974826805,35.535561118091486
all_recommendations,11,2028Q3,2,Implementation,Talent,Relative AI Skill Penetration,40.5071621485662,40.81059647126993,41.12649303501544
all_recommendations,11,2028Q3,3,Implementation,Talent,AI Hiring Rate YoY Ratio,74.38982227625641,74.58820090189306,76.29119481759577
all_recommendations,11,2028Q3,4,Implementation,Talent,AI Talent Concentration,37.18145595889768,37.507744706624976,37.83081837714454
all_recommendations,11,2028Q3,5,Implementation,Talent,AI Job Postings (% of Total),31.822568332398074,32.98820477709772,34.02855179203604
all_recommendations,11,2028Q3,6,Implementation,Talent,Net Migration Flow of AI Skills,52.89164259139797,53.47137212188636,54.04897024081132
all_recommendations,11,2028Q3,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
all_recommendations,11,2028Q3,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
all_recommendations,11,2028Q3,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
all_recommendations,11,2028Q3,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
all_recommendations,11,2028Q3,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
all_recommendations,11,2028Q3,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
all_recommendations,11,2028Q3,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
all_recommendations,11,2028Q3,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
all_recommendations,11,2028Q3,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
all_recommendations,11,2028Q3,16,Innovation,Research,Tortoise Research Score,31.263755851689098,31.383247579973258,31.505867110814695
all_recommendations,11,2028Q3,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
all_recommendations,11,2028Q3,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
all_recommendations,11,2028Q3,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
all_recommendations,11,2028Q3,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
all_recommendations,11,2028Q3,21,Innovation,Development,Tortoise Development Score,26.37159862051605,26.456484330535805,26.555434293868565
all_recommendations,11,2028Q3,22,Innovation,Development,AI Patent Grants (per 100k),1.1073739670923846,1.165951880079573,1.2364356066638547
all_recommendations,11,2028Q3,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,23.6929429870875,24.73251962901317,25.86612621642202
all_recommendations,11,2028Q3,24,Investment,Commercial Ecosystem,AI Investment Activity,8.72988658243202,9.49451284370318,10.279003464294245
all_recommendations,11,2028Q3,25,Investment,Commercial Ecosystem,AI Adoption (%),13.16921824598914,13.883112094215647,14.587714205067048
all_recommendations,11,2028Q3,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
all_recommendations,12,2028Q4,1,Implementation,Talent,Tortoise Talent Score,34.245924864668325,34.932275190303116,36.035750732092524
all_recommendations,12,2028Q4,2,Implementation,Talent,Relative AI Skill Penetration,40.621156762459165,40.9451106569981,41.27366646700722
all_recommendations,12,2028Q4,3,Implementation,Talent,AI Hiring Rate YoY Ratio,74.43962293630901,74.93701000086222,77.01858205539791
all_recommendations,12,2028Q4,4,Implementation,Talent,AI Talent Concentration,37.25762475780594,37.59484914740322,37.92500274392441
all_recommendations,12,2028Q4,5,Implementation,Talent,AI Job Postings (% of Total),33.033402517895006,34.26036735851187,35.30531320173972
all_recommendations,12,2028Q4,6,Implementation,Talent,Net Migration Flow of AI Skills,53.35881588287032,53.95813440347554,54.5617261125517
all_recommendations,12,2028Q4,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
all_recommendations,12,2028Q4,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
all_recommendations,12,2028Q4,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
all_recommendations,12,2028Q4,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
all_recommendations,12,2028Q4,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
all_recommendations,12,2028Q4,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
all_recommendations,12,2028Q4,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
all_recommendations,12,2028Q4,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
all_recommendations,12,2028Q4,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
all_recommendations,12,2028Q4,16,Innovation,Research,Tortoise Research Score,31.308399242053888,31.435597535905778,31.563228990075416
all_recommendations,12,2028Q4,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
all_recommendations,12,2028Q4,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
all_recommendations,12,2028Q4,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
all_recommendations,12,2028Q4,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
all_recommendations,12,2028Q4,21,Innovation,Development,Tortoise Development Score,26.4934148716198,26.60591327009425,26.75609099914885
all_recommendations,12,2028Q4,22,Innovation,Development,AI Patent Grants (per 100k),1.1634052021896994,1.2378704364730626,1.3527815525412201
all_recommendations,12,2028Q4,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,25.977696317288764,27.12991464298372,28.34169322620804
all_recommendations,12,2028Q4,24,Investment,Commercial Ecosystem,AI Investment Activity,10.53442291494652,11.342323261810375,12.126712467107572
all_recommendations,12,2028Q4,25,Investment,Commercial Ecosystem,AI Adoption (%),14.12317933149214,14.807080233943381,15.48369250462872
all_recommendations,12,2028Q4,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
all_recommendations,13,2029Q1,1,Implementation,Talent,Tortoise Talent Score,34.3593199340494,35.105656555330484,36.486458921248506
all_recommendations,13,2029Q1,2,Implementation,Talent,Relative AI Skill Penetration,40.6832180700919,41.017070507124934,41.35519696862814
all_recommendations,13,2029Q1,3,Implementation,Talent,AI Hiring Rate YoY Ratio,74.48559996158475,75.4396558683332,77.82904375991336
all_recommendations,13,2029Q1,4,Implementation,Talent,AI Talent Concentration,37.28912936003921,37.63224189807366,37.97046759731315
all_recommendations,13,2029Q1,5,Implementation,Talent,AI Job Postings (% of Total),34.11532191363466,35.3329833667659,36.34380043851467
all_recommendations,13,2029Q1,6,Implementation,Talent,Net Migration Flow of AI Skills,53.80406768079593,54.41618917371667,55.02666713535157
all_recommendations,13,2029Q1,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
all_recommendations,13,2029Q1,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
all_recommendations,13,2029Q1,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
all_recommendations,13,2029Q1,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
all_recommendations,13,2029Q1,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
all_recommendations,13,2029Q1,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
all_recommendations,13,2029Q1,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
all_recommendations,13,2029Q1,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
all_recommendations,13,2029Q1,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
all_recommendations,13,2029Q1,16,Innovation,Research,Tortoise Research Score,31.332329807323426,31.46308845024216,31.59624860951544
all_recommendations,13,2029Q1,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
all_recommendations,13,2029Q1,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
all_recommendations,13,2029Q1,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
all_recommendations,13,2029Q1,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
all_recommendations,13,2029Q1,21,Innovation,Development,Tortoise Development Score,26.69662925676562,26.817462032934174,26.94573812638813
all_recommendations,13,2029Q1,22,Innovation,Development,AI Patent Grants (per 100k),1.260894733715846,1.3479421048201627,1.4393356828569408
all_recommendations,13,2029Q1,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,27.778195798716386,28.931945631717106,30.101509788338394
all_recommendations,13,2029Q1,24,Investment,Commercial Ecosystem,AI Investment Activity,11.893608495982273,12.64197982216941,13.376665041710831
all_recommendations,13,2029Q1,25,Investment,Commercial Ecosystem,AI Adoption (%),14.648405197572266,15.295448272463599,15.953925734333817
all_recommendations,13,2029Q1,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
all_recommendations,14,2029Q2,1,Implementation,Talent,Tortoise Talent Score,34.44408531511365,35.29956358527746,36.861732215992035
all_recommendations,14,2029Q2,2,Implementation,Talent,Relative AI Skill Penetration,40.709160933281865,41.04438304978961,41.38802921709037
all_recommendations,14,2029Q2,3,Implementation,Talent,AI Hiring Rate YoY Ratio,74.54024249894691,76.04112902401715,78.63788821252658
all_recommendations,14,2029Q2,4,Implementation,Talent,AI Talent Concentration,37.29240517026453,37.63719848349388,37.97784032115452
all_recommendations,14,2029Q2,5,Implementation,Talent,AI Job Postings (% of Total),35.00900166250155,36.161382311527845,37.098203296929476
all_recommendations,14,2029Q2,6,Implementation,Talent,Net Migration Flow of AI Skills,54.08412007271276,54.697982276533786,55.31520305586325
all_recommendations,14,2029Q2,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
all_recommendations,14,2029Q2,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
all_recommendations,14,2029Q2,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
all_recommendations,14,2029Q2,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
all_recommendations,14,2029Q2,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
all_recommendations,14,2029Q2,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
all_recommendations,14,2029Q2,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
all_recommendations,14,2029Q2,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
all_recommendations,14,2029Q2,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
all_recommendations,14,2029Q2,16,Innovation,Research,Tortoise Research Score,31.342257260192813,31.47382426795142,31.608755862624157
all_recommendations,14,2029Q2,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
all_recommendations,14,2029Q2,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
all_recommendations,14,2029Q2,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
all_recommendations,14,2029Q2,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
all_recommendations,14,2029Q2,21,Innovation,Development,Tortoise Development Score,26.790309173689007,26.917307489880912,27.049497918473417
all_recommendations,14,2029Q2,22,Innovation,Development,AI Patent Grants (per 100k),1.304342865049812,1.3993644147338342,1.4939784281950945
all_recommendations,14,2029Q2,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,29.138251284922703,30.267947355489156,31.36814704173874
all_recommendations,14,2029Q2,24,Investment,Commercial Ecosystem,AI Investment Activity,12.736788122805052,13.466993563616231,14.169053265183985
all_recommendations,14,2029Q2,25,Investment,Commercial Ecosystem,AI Adoption (%),14.899550252234683,15.550063962352944,16.220212623618924
all_recommendations,14,2029Q2,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
all_recommendations,15,2029Q3,1,Implementation,Talent,Tortoise Talent Score,34.54848849770508,35.567909503975685,37.211925279815254
all_recommendations,15,2029Q3,2,Implementation,Talent,Relative AI Skill Penetration,40.709160933281865,41.04438304978961,41.38802921709037
all_recommendations,15,2029Q3,3,Implementation,Talent,AI Hiring Rate YoY Ratio,74.66348132055094,76.73613599223137,79.44182134158783
all_recommendations,15,2029Q3,4,Implementation,Talent,AI Talent Concentration,37.29585543464724,37.641609561791554,37.98357479793768
all_recommendations,15,2029Q3,5,Implementation,Talent,AI Job Postings (% of Total),35.778731979095774,36.80990601767678,37.666813352848905
all_recommendations,15,2029Q3,6,Implementation,Talent,Net Migration Flow of AI Skills,54.314709814403756,54.932298417036876,55.55159051268465
all_recommendations,15,2029Q3,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
all_recommendations,15,2029Q3,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
all_recommendations,15,2029Q3,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
all_recommendations,15,2029Q3,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
all_recommendations,15,2029Q3,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
all_recommendations,15,2029Q3,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
all_recommendations,15,2029Q3,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
all_recommendations,15,2029Q3,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
all_recommendations,15,2029Q3,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
all_recommendations,15,2029Q3,16,Innovation,Research,Tortoise Research Score,31.342257260192813,31.47382426795142,31.608755862624157
all_recommendations,15,2029Q3,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
all_recommendations,15,2029Q3,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
all_recommendations,15,2029Q3,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
all_recommendations,15,2029Q3,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
all_recommendations,15,2029Q3,21,Innovation,Development,Tortoise Development Score,26.84838155785165,26.982904093362226,27.12242026199337
all_recommendations,15,2029Q3,22,Innovation,Development,AI Patent Grants (per 100k),1.3317610456875857,1.4320466071068334,1.5322125275621166
